DISEASE,MICROBE,EVIDENCE,QUESTIONS,RELATION
SARS,Escherichia,"Aerosols of a surrogate of SARS-CoV-2, murine hepatitis coronavirus MHV-1, Escherichia coli or Aspergillus flavus spores were produced using a collision nebuliser and passed through the essential oil vapours, then collected on a six-stage Andersen sampler.",What is the relation between SARS and Escherichia?,positive
ovarian cancer,Proteobacteria,"The microbiome may have a casual or associate role in ovarian cancer development, with Proteobacteria being the most dominant taxa in cancer patients and Firmicutes being the most dominant in a normal healthy adult female.",What is the relation between ovarian cancer and Proteobacteria?,relate
ovarian cancer,Firmicutes,"The microbiome may have a casual or associate role in ovarian cancer development, with Proteobacteria being the most dominant taxa in cancer patients and Firmicutes being the most dominant in a normal healthy adult female.",What is the relation between ovarian cancer and Firmicutes?,relate
cancer,Proteobacteria,"The microbiome may have a casual or associate role in ovarian cancer development, with Proteobacteria being the most dominant taxa in cancer patients and Firmicutes being the most dominant in a normal healthy adult female.",What is the relation between cancer and Proteobacteria?,relate
cancer,Firmicutes,"The microbiome may have a casual or associate role in ovarian cancer development, with Proteobacteria being the most dominant taxa in cancer patients and Firmicutes being the most dominant in a normal healthy adult female.",What is the relation between cancer and Firmicutes?,relate
Escherichia coli infection,Escherichia coli,"Moreover, with advancements in biotechnology and the deepening cognition of prophages, prophage activation regulation therapy is currently applied to the treatment of some bacterial intestinal diseases such as Shiga toxin-producing Escherichia coli infection.",What is the relation between Escherichia coli infection and Escherichia coli?,negative
Escherichia coli infection,Escherichia,"Moreover, with advancements in biotechnology and the deepening cognition of prophages, prophage activation regulation therapy is currently applied to the treatment of some bacterial intestinal diseases such as Shiga toxin-producing Escherichia coli infection.",What is the relation between Escherichia coli infection and Escherichia?,negative
influenza,Haemophilus,Marketed Cuban Quimi-Hib is such a vaccine being used since 2004 to resist Haemophilus influenza b infections.,What is the relation between influenza and Haemophilus?,negative
NAFLD,Bacteroides ovatus,"In addition, the gut microbiome of individuals with CAD-NAFLD was changed and characterized by increased abundances of Oscillibacter ruminantium and Dialister invisus, and decreased abundances of Fusicatenibacter saccharivorans, Bacteroides ovatus and Prevotella copri.",What is the relation between NAFLD and Bacteroides ovatus?,negative
NAFLD,Dialister invisus,"In addition, the gut microbiome of individuals with CAD-NAFLD was changed and characterized by increased abundances of Oscillibacter ruminantium and Dialister invisus, and decreased abundances of Fusicatenibacter saccharivorans, Bacteroides ovatus and Prevotella copri.",What is the relation between NAFLD and Dialister invisus?,negative
NAFLD,Oscillibacter,"In addition, the gut microbiome of individuals with CAD-NAFLD was changed and characterized by increased abundances of Oscillibacter ruminantium and Dialister invisus, and decreased abundances of Fusicatenibacter saccharivorans, Bacteroides ovatus and Prevotella copri.",What is the relation between NAFLD and Oscillibacter?,negative
NAFLD,Bacteroides,"In addition, the gut microbiome of individuals with CAD-NAFLD was changed and characterized by increased abundances of Oscillibacter ruminantium and Dialister invisus, and decreased abundances of Fusicatenibacter saccharivorans, Bacteroides ovatus and Prevotella copri.",What is the relation between NAFLD and Bacteroides?,negative
NAFLD,Prevotella,"In addition, the gut microbiome of individuals with CAD-NAFLD was changed and characterized by increased abundances of Oscillibacter ruminantium and Dialister invisus, and decreased abundances of Fusicatenibacter saccharivorans, Bacteroides ovatus and Prevotella copri.",What is the relation between NAFLD and Prevotella?,negative
NAFLD,Dialister,"In addition, the gut microbiome of individuals with CAD-NAFLD was changed and characterized by increased abundances of Oscillibacter ruminantium and Dialister invisus, and decreased abundances of Fusicatenibacter saccharivorans, Bacteroides ovatus and Prevotella copri.",What is the relation between NAFLD and Dialister?,negative
CAD,Bacteroides ovatus,"In addition, the gut microbiome of individuals with CAD-NAFLD was changed and characterized by increased abundances of Oscillibacter ruminantium and Dialister invisus, and decreased abundances of Fusicatenibacter saccharivorans, Bacteroides ovatus and Prevotella copri.",What is the relation between CAD and Bacteroides ovatus?,negative
CAD,Dialister invisus,"In addition, the gut microbiome of individuals with CAD-NAFLD was changed and characterized by increased abundances of Oscillibacter ruminantium and Dialister invisus, and decreased abundances of Fusicatenibacter saccharivorans, Bacteroides ovatus and Prevotella copri.",What is the relation between CAD and Dialister invisus?,negative
CAD,Oscillibacter,"In addition, the gut microbiome of individuals with CAD-NAFLD was changed and characterized by increased abundances of Oscillibacter ruminantium and Dialister invisus, and decreased abundances of Fusicatenibacter saccharivorans, Bacteroides ovatus and Prevotella copri.",What is the relation between CAD and Oscillibacter?,negative
CAD,Bacteroides,"In addition, the gut microbiome of individuals with CAD-NAFLD was changed and characterized by increased abundances of Oscillibacter ruminantium and Dialister invisus, and decreased abundances of Fusicatenibacter saccharivorans, Bacteroides ovatus and Prevotella copri.",What is the relation between CAD and Bacteroides?,negative
CAD,Prevotella,"In addition, the gut microbiome of individuals with CAD-NAFLD was changed and characterized by increased abundances of Oscillibacter ruminantium and Dialister invisus, and decreased abundances of Fusicatenibacter saccharivorans, Bacteroides ovatus and Prevotella copri.",What is the relation between CAD and Prevotella?,negative
CAD,Dialister,"In addition, the gut microbiome of individuals with CAD-NAFLD was changed and characterized by increased abundances of Oscillibacter ruminantium and Dialister invisus, and decreased abundances of Fusicatenibacter saccharivorans, Bacteroides ovatus and Prevotella copri.",What is the relation between CAD and Dialister?,negative
schizophrenia,Candida albicans,"Haplogroup-microbe combinations showed extensive associations with schizophrenia including C4AL with Candida albicans IgG (OR 2.16, p聽<聽0.0005), C4AL-C4BL with cytomegalovirus (CMV) IgG (OR 1.79, p聽<聽0.008), C4BS with lipopolysaccharide-binding protein (LBP) (OR 1.18, p聽<聽0.0001), and C4AL-C4AL with Toxoplasma gondii IgG (OR聽=聽17.67, p聽<聽0.0001).",What is the relation between schizophrenia and Candida albicans?,relate
CMV,Candida albicans,"Haplogroup-microbe combinations showed extensive associations with schizophrenia including C4AL with Candida albicans IgG (OR 2.16, p聽<聽0.0005), C4AL-C4BL with cytomegalovirus (CMV) IgG (OR 1.79, p聽<聽0.008), C4BS with lipopolysaccharide-binding protein (LBP) (OR 1.18, p聽<聽0.0001), and C4AL-C4AL with Toxoplasma gondii IgG (OR聽=聽17.67, p聽<聽0.0001).",What is the relation between CMV and Candida albicans?,relate
cancer,Actinobacteria,"Based on next-generation sequencing-generated data, Proteobacteria, Firmicutes, Actinobacteria, and Bacteriodetes are the nine frequent phyla detected in a PC sample, which might be involved in inducing mutation in the prostate cells that cause cancer.",What is the relation between cancer and Actinobacteria?,relate
cancer,Proteobacteria,"Based on next-generation sequencing-generated data, Proteobacteria, Firmicutes, Actinobacteria, and Bacteriodetes are the nine frequent phyla detected in a PC sample, which might be involved in inducing mutation in the prostate cells that cause cancer.",What is the relation between cancer and Proteobacteria?,relate
cancer,Firmicutes,"Based on next-generation sequencing-generated data, Proteobacteria, Firmicutes, Actinobacteria, and Bacteriodetes are the nine frequent phyla detected in a PC sample, which might be involved in inducing mutation in the prostate cells that cause cancer.",What is the relation between cancer and Firmicutes?,relate
tuberculosis,Mycobacterium,This study investigated the effects of dietary fiber on lung immune stress after challenge with complete Freund's adjuvant (CFA) containing killed Mycobacterium tuberculosis.,What is the relation between tuberculosis and Mycobacterium?,negative
pertussis,Moraxella catarrhalis,"Children with detected Bordetella pertussis (0.40, 0.00 to 0.79, p = 0.049) and those with detected Moraxella catarrhalis (-0.76, -1.06 to -0.45, p<0.001) respectively had higher and lower mean symptom severity compared to children without these bacteria.",What is the relation between pertussis and Moraxella catarrhalis?,negative
pertussis,Bordetella pertussis,"Children with detected Bordetella pertussis (0.40, 0.00 to 0.79, p = 0.049) and those with detected Moraxella catarrhalis (-0.76, -1.06 to -0.45, p<0.001) respectively had higher and lower mean symptom severity compared to children without these bacteria.",What is the relation between pertussis and Bordetella pertussis?,negative
