DIETARY,MICROBE,EVIDENCE,QUESTIONS,RELATION
potato,Clavibacter,We found earlier that this bio-composite was the most efficient against biofilm formation by the potato ring rot causative agent Clavibacter sepedonicus (Cms).,What is the relation between potato and Clavibacter?,negative
rice,Burkholderia gladioli,"IMPORTANCE Burkholderia gladioli strain NGJ1, isolated from healthy rice seedling, was earlier demonstrated to have mycophagous properties on a broad range of fungi, including Rhizoctonia solani, a causal agent of deadly sheath blight disease of rice.",What is the relation between rice and Burkholderia gladioli?,relate
rice,Burkholderia,"IMPORTANCE Burkholderia gladioli strain NGJ1, isolated from healthy rice seedling, was earlier demonstrated to have mycophagous properties on a broad range of fungi, including Rhizoctonia solani, a causal agent of deadly sheath blight disease of rice.",What is the relation between rice and Burkholderia?,relate
beer,Pediococcus damnosus,"In this study, an experimentally tractable lab-scale system based on an in-vitro community of four key bacteria (Acetobacter malorum, Gluconobacter oxydans, Lactobacillus brevis and Pediococcus damnosus) and four key yeasts (Brettanomyces bruxellensis, Candida friedrichii, Pichia membranifaciens and Saccharomyces cerevisiae) that are consistently associated with barrel-aging of beer, was used to test the hypotheses that beer ethanol and bitterness impact microbial community composition and beer chemistry.",What is the relation between beer and Pediococcus damnosus?,relate
beer,Lactobacillus brevis,"In this study, an experimentally tractable lab-scale system based on an in-vitro community of four key bacteria (Acetobacter malorum, Gluconobacter oxydans, Lactobacillus brevis and Pediococcus damnosus) and four key yeasts (Brettanomyces bruxellensis, Candida friedrichii, Pichia membranifaciens and Saccharomyces cerevisiae) that are consistently associated with barrel-aging of beer, was used to test the hypotheses that beer ethanol and bitterness impact microbial community composition and beer chemistry.",What is the relation between beer and Lactobacillus brevis?,relate
beer,Acetobacter malorum,"In this study, an experimentally tractable lab-scale system based on an in-vitro community of four key bacteria (Acetobacter malorum, Gluconobacter oxydans, Lactobacillus brevis and Pediococcus damnosus) and four key yeasts (Brettanomyces bruxellensis, Candida friedrichii, Pichia membranifaciens and Saccharomyces cerevisiae) that are consistently associated with barrel-aging of beer, was used to test the hypotheses that beer ethanol and bitterness impact microbial community composition and beer chemistry.",What is the relation between beer and Acetobacter malorum?,relate
beer,Gluconobacter,"In this study, an experimentally tractable lab-scale system based on an in-vitro community of four key bacteria (Acetobacter malorum, Gluconobacter oxydans, Lactobacillus brevis and Pediococcus damnosus) and four key yeasts (Brettanomyces bruxellensis, Candida friedrichii, Pichia membranifaciens and Saccharomyces cerevisiae) that are consistently associated with barrel-aging of beer, was used to test the hypotheses that beer ethanol and bitterness impact microbial community composition and beer chemistry.",What is the relation between beer and Gluconobacter?,relate
beer,Lactobacillus,"In this study, an experimentally tractable lab-scale system based on an in-vitro community of four key bacteria (Acetobacter malorum, Gluconobacter oxydans, Lactobacillus brevis and Pediococcus damnosus) and four key yeasts (Brettanomyces bruxellensis, Candida friedrichii, Pichia membranifaciens and Saccharomyces cerevisiae) that are consistently associated with barrel-aging of beer, was used to test the hypotheses that beer ethanol and bitterness impact microbial community composition and beer chemistry.",What is the relation between beer and Lactobacillus?,relate
beer,Acetobacter,"In this study, an experimentally tractable lab-scale system based on an in-vitro community of four key bacteria (Acetobacter malorum, Gluconobacter oxydans, Lactobacillus brevis and Pediococcus damnosus) and four key yeasts (Brettanomyces bruxellensis, Candida friedrichii, Pichia membranifaciens and Saccharomyces cerevisiae) that are consistently associated with barrel-aging of beer, was used to test the hypotheses that beer ethanol and bitterness impact microbial community composition and beer chemistry.",What is the relation between beer and Acetobacter?,relate
beer,Pediococcus,"In this study, an experimentally tractable lab-scale system based on an in-vitro community of four key bacteria (Acetobacter malorum, Gluconobacter oxydans, Lactobacillus brevis and Pediococcus damnosus) and four key yeasts (Brettanomyces bruxellensis, Candida friedrichii, Pichia membranifaciens and Saccharomyces cerevisiae) that are consistently associated with barrel-aging of beer, was used to test the hypotheses that beer ethanol and bitterness impact microbial community composition and beer chemistry.",What is the relation between beer and Pediococcus?,relate
fish,Cetobacterium,Further analysis uncovered that the abundance of the acetate-producer Cetobacterium in VD-deficient zebrafish was reduced compared to WT fish.,What is the relation between fish and Cetobacterium?,negative
milk,bifidobacteria,Indigestible molecules dissolved in human milk establish a microbiome often dominated by bifidobacteria capable of utilizing these substrates.,What is the relation between milk and bifidobacteria?,negative
water,Gemmatimonadetes,"In terms of bacterial communities, the phyla Latescibacteria, Zixibacteria, Bacteroidetes, Acidobacteria, Calditrichaeota, Gemmatimonadetes, Cyanobacteria and Patescibacteria were most widespread in sediment samples, while the phyla Epsilonbacteraeota, Tenericutes, Margulisbacteria, Proteobacteria, Actinobacteria, Planctomycetes and Marinimicrobia were most prevalent in water samples.",What is the relation between water and Gemmatimonadetes?,relate
water,Planctomycetes,"In terms of bacterial communities, the phyla Latescibacteria, Zixibacteria, Bacteroidetes, Acidobacteria, Calditrichaeota, Gemmatimonadetes, Cyanobacteria and Patescibacteria were most widespread in sediment samples, while the phyla Epsilonbacteraeota, Tenericutes, Margulisbacteria, Proteobacteria, Actinobacteria, Planctomycetes and Marinimicrobia were most prevalent in water samples.",What is the relation between water and Planctomycetes?,relate
water,Actinobacteria,"In terms of bacterial communities, the phyla Latescibacteria, Zixibacteria, Bacteroidetes, Acidobacteria, Calditrichaeota, Gemmatimonadetes, Cyanobacteria and Patescibacteria were most widespread in sediment samples, while the phyla Epsilonbacteraeota, Tenericutes, Margulisbacteria, Proteobacteria, Actinobacteria, Planctomycetes and Marinimicrobia were most prevalent in water samples.",What is the relation between water and Actinobacteria?,relate
water,Proteobacteria,"In terms of bacterial communities, the phyla Latescibacteria, Zixibacteria, Bacteroidetes, Acidobacteria, Calditrichaeota, Gemmatimonadetes, Cyanobacteria and Patescibacteria were most widespread in sediment samples, while the phyla Epsilonbacteraeota, Tenericutes, Margulisbacteria, Proteobacteria, Actinobacteria, Planctomycetes and Marinimicrobia were most prevalent in water samples.",What is the relation between water and Proteobacteria?,relate
water,Acidobacteria,"In terms of bacterial communities, the phyla Latescibacteria, Zixibacteria, Bacteroidetes, Acidobacteria, Calditrichaeota, Gemmatimonadetes, Cyanobacteria and Patescibacteria were most widespread in sediment samples, while the phyla Epsilonbacteraeota, Tenericutes, Margulisbacteria, Proteobacteria, Actinobacteria, Planctomycetes and Marinimicrobia were most prevalent in water samples.",What is the relation between water and Acidobacteria?,relate
water,Cyanobacteria,"In terms of bacterial communities, the phyla Latescibacteria, Zixibacteria, Bacteroidetes, Acidobacteria, Calditrichaeota, Gemmatimonadetes, Cyanobacteria and Patescibacteria were most widespread in sediment samples, while the phyla Epsilonbacteraeota, Tenericutes, Margulisbacteria, Proteobacteria, Actinobacteria, Planctomycetes and Marinimicrobia were most prevalent in water samples.",What is the relation between water and Cyanobacteria?,relate
water,Bacteroidetes,"In terms of bacterial communities, the phyla Latescibacteria, Zixibacteria, Bacteroidetes, Acidobacteria, Calditrichaeota, Gemmatimonadetes, Cyanobacteria and Patescibacteria were most widespread in sediment samples, while the phyla Epsilonbacteraeota, Tenericutes, Margulisbacteria, Proteobacteria, Actinobacteria, Planctomycetes and Marinimicrobia were most prevalent in water samples.",What is the relation between water and Bacteroidetes?,relate
milk,Bifidobacterium,"This study aimed to investigate the influence of lactation time on bacteria in breast milk at the genus level and the species levels of Bifidobacterium and Lactobacillus on days 2-4, 8, 14, and 30.",What is the relation between milk and Bifidobacterium?,negative
milk,Lactobacillus,"This study aimed to investigate the influence of lactation time on bacteria in breast milk at the genus level and the species levels of Bifidobacterium and Lactobacillus on days 2-4, 8, 14, and 30.",What is the relation between milk and Lactobacillus?,negative
milk,Ruminococcus,"A lower relative abundance of Blautia was found in colostrum and transition 1 milk compared with mature milk and lower abundances of Ruminococcus, Dorea, and Escherichia-Shigella were found in transition 1 compared with mature milk.",What is the relation between milk and Ruminococcus?,negative
milk,Escherichia,"A lower relative abundance of Blautia was found in colostrum and transition 1 milk compared with mature milk and lower abundances of Ruminococcus, Dorea, and Escherichia-Shigella were found in transition 1 compared with mature milk.",What is the relation between milk and Escherichia?,positive
milk,Shigella,"A lower relative abundance of Blautia was found in colostrum and transition 1 milk compared with mature milk and lower abundances of Ruminococcus, Dorea, and Escherichia-Shigella were found in transition 1 compared with mature milk.",What is the relation between milk and Shigella?,positive
milk,Blautia,"A lower relative abundance of Blautia was found in colostrum and transition 1 milk compared with mature milk and lower abundances of Ruminococcus, Dorea, and Escherichia-Shigella were found in transition 1 compared with mature milk.",What is the relation between milk and Blautia?,negative
milk,Dorea,"A lower relative abundance of Blautia was found in colostrum and transition 1 milk compared with mature milk and lower abundances of Ruminococcus, Dorea, and Escherichia-Shigella were found in transition 1 compared with mature milk.",What is the relation between milk and Dorea?,positive
milk,Bifidobacterium pseudocatenulatum,"Bifidobacterium ruminantium, Limosilactobacillus mucosae, and Ligilactobacillus ruminis were the predominant species across all four lactation stages, while Bifidobacterium bifidum was lower in transition 1, and Bifidobacterium pseudocatenulatum and Bifidobacterium pseudolongum were higher in transition 1 milk.",What is the relation between milk and Bifidobacterium pseudocatenulatum?,negative
milk,Bifidobacterium bifidum,"Bifidobacterium ruminantium, Limosilactobacillus mucosae, and Ligilactobacillus ruminis were the predominant species across all four lactation stages, while Bifidobacterium bifidum was lower in transition 1, and Bifidobacterium pseudocatenulatum and Bifidobacterium pseudolongum were higher in transition 1 milk.",What is the relation between milk and Bifidobacterium bifidum?,negative
