DISEASE,MICROBE,EVIDENCE,QUESTIONS,RELATION
lupus nephritis,Proteobacteria,"In a cohort of children with SLE, a decrease of Ruminococcae and an increase in Proteobacteria was found, and both observations were linked to lupus nephritis (11).",What is the relationship between lupus nephritis and Proteobacteria?,positive
lupus,Proteobacteria,"In a cohort of children with SLE, a decrease of Ruminococcae and an increase in Proteobacteria was found, and both observations were linked to lupus nephritis (11).",What is the relationship between lupus and Proteobacteria?,positive
2019 coronavirus disease (COVID-19),Streptococcus,"On the other hand, Streptococcus, Oscillospira, Blautia and other Ruminococcaceae, Lachnospiraceae and Clostridiales taxa were associated with COVID-19 patients who had not entered ICU and those who had not developed BSI (p value ≤ 0.001)",What is the relationship between 2019 coronavirus disease (COVID-19) and Streptococcus?,positive
2019 coronavirus disease (COVID-19),Oscillospira,"On the other hand, Streptococcus, Oscillospira, Blautia and other Ruminococcaceae, Lachnospiraceae and Clostridiales taxa were associated with COVID-19 patients who had not entered ICU and those who had not developed BSI (p value ≤ 0.001)",What is the relationship between 2019 coronavirus disease (COVID-19) and Oscillospira?,positive
2019 coronavirus disease (COVID-19),Blautia,"On the other hand, Streptococcus, Oscillospira, Blautia and other Ruminococcaceae, Lachnospiraceae and Clostridiales taxa were associated with COVID-19 patients who had not entered ICU and those who had not developed BSI (p value ≤ 0.001)",What is the relationship between 2019 coronavirus disease (COVID-19) and Blautia?,positive
2019 coronavirus disease (COVID-19),Ruminococcaceae,"On the other hand, Streptococcus, Oscillospira, Blautia and other Ruminococcaceae, Lachnospiraceae and Clostridiales taxa were associated with COVID-19 patients who had not entered ICU and those who had not developed BSI (p value ≤ 0.001)",What is the relationship between 2019 coronavirus disease (COVID-19) and Ruminococcaceae?,positive
2019 coronavirus disease (COVID-19),Lachnospiraceae,"On the other hand, Streptococcus, Oscillospira, Blautia and other Ruminococcaceae, Lachnospiraceae and Clostridiales taxa were associated with COVID-19 patients who had not entered ICU and those who had not developed BSI (p value ≤ 0.001)",What is the relationship between 2019 coronavirus disease (COVID-19) and Lachnospiraceae?,positive
2019 coronavirus disease (COVID-19),Clostridiales,"On the other hand, Streptococcus, Oscillospira, Blautia and other Ruminococcaceae, Lachnospiraceae and Clostridiales taxa were associated with COVID-19 patients who had not entered ICU and those who had not developed BSI (p value ≤ 0.001)",What is the relationship between 2019 coronavirus disease (COVID-19) and Clostridiales?,positive
2019 coronavirus disease (COVID-19),Bacteroides,"Interestingly, Bacteroides species have been shown to negatively correlate with the fecal load of SARS-CoV-2 in COVID-19 patients and suggested to be involved in the regulation of ACE2 expression (Zuo et al., 2020a).",What is the relationship between 2019 coronavirus disease (COVID-19) and Bacteroides?,negative
severe acute respiratory syndrome (SARS),Bacteroides,"Interestingly, Bacteroides species have been shown to negatively correlate with the fecal load of SARS-CoV-2 in COVID-19 patients and suggested to be involved in the regulation of ACE2 expression (Zuo et al., 2020a).",What is the relationship between severe acute respiratory syndrome (SARS) and Bacteroides?,negative
2019 coronavirus disease (COVID-19),Enterococcus,"On the other hand, recent studies have shown a similar increase in E-BSI in critically ill COVID-19 patients in several European (Italian and Spanish) hospitals (Bardi et al., 2021; Bonazzetti et al., 2021), suggesting that the development of secondary infections by Enterococcus in these patients could be a general healthcare problem, somehow related to SARS-CoV- 2 infection.",What is the relationship between 2019 coronavirus disease (COVID-19) and Enterococcus?,positive
severe acute respiratory syndrome (SARS),Enterococcus,"On the other hand, recent studies have shown a similar increase in E-BSI in critically ill COVID-19 patients in several European (Italian and Spanish) hospitals (Bardi et al., 2021; Bonazzetti et al., 2021), suggesting that the development of secondary infections by Enterococcus in these patients could be a general healthcare problem, somehow related to SARS-CoV- 2 infection.",What is the relationship between severe acute respiratory syndrome (SARS) and Enterococcus?,positive
2019 coronavirus disease (COVID-19),Enterococcaceae,"At the family level, COVID-19 patients showed an enrichment in generally subdominant taxa, such as Enterococcaceae, Coriobacteriaceae, Lactobacillaceae, Veillonellaceae, Porphyromonadaceae and Staphylococcaceae (p value ≤ 0.03).",What is the relationship between 2019 coronavirus disease (COVID-19) and Enterococcaceae?,positive
2019 coronavirus disease (COVID-19),Coriobacteriaceae,"At the family level, COVID-19 patients showed an enrichment in generally subdominant taxa, such as Enterococcaceae, Coriobacteriaceae, Lactobacillaceae, Veillonellaceae, Porphyromonadaceae and Staphylococcaceae (p value ≤ 0.03).",What is the relationship between 2019 coronavirus disease (COVID-19) and Coriobacteriaceae?,positive
2019 coronavirus disease (COVID-19),Lactobacillaceae,"At the family level, COVID-19 patients showed an enrichment in generally subdominant taxa, such as Enterococcaceae, Coriobacteriaceae, Lactobacillaceae, Veillonellaceae, Porphyromonadaceae and Staphylococcaceae (p value ≤ 0.03).",What is the relationship between 2019 coronavirus disease (COVID-19) and Lactobacillaceae?,positive
2019 coronavirus disease (COVID-19),Veillonellaceae,"At the family level, COVID-19 patients showed an enrichment in generally subdominant taxa, such as Enterococcaceae, Coriobacteriaceae, Lactobacillaceae, Veillonellaceae, Porphyromonadaceae and Staphylococcaceae (p value ≤ 0.03).",What is the relationship between 2019 coronavirus disease (COVID-19) and Veillonellaceae?,positive
2019 coronavirus disease (COVID-19),Porphyromonadaceae,"At the family level, COVID-19 patients showed an enrichment in generally subdominant taxa, such as Enterococcaceae, Coriobacteriaceae, Lactobacillaceae, Veillonellaceae, Porphyromonadaceae and Staphylococcaceae (p value ≤ 0.03).",What is the relationship between 2019 coronavirus disease (COVID-19) and Porphyromonadaceae?,positive
2019 coronavirus disease (COVID-19),Staphylococcaceae,"At the family level, COVID-19 patients showed an enrichment in generally subdominant taxa, such as Enterococcaceae, Coriobacteriaceae, Lactobacillaceae, Veillonellaceae, Porphyromonadaceae and Staphylococcaceae (p value ≤ 0.03).",What is the relationship between 2019 coronavirus disease (COVID-19) and Staphylococcaceae?,positive
2019 coronavirus disease (COVID-19),Bacteroidaceae,"In addition to a loss of diversity, COVID-19 patients show profound GM destruction, with drastic reduction in the relative abundance of the dominant families Bacteroidaceae, Lachnospiraceae and Ruminococcaceae, well known to be associated with health and to produce SCFAs, i.e., microbial metabolites with a key, multifaceted role in human metabolic and immunological homeostasis",What is the relationship between 2019 coronavirus disease (COVID-19) and Bacteroidaceae?,negative
2019 coronavirus disease (COVID-19),Lachnospiraceae,"In addition to a loss of diversity, COVID-19 patients show profound GM destruction, with drastic reduction in the relative abundance of the dominant families Bacteroidaceae, Lachnospiraceae and Ruminococcaceae, well known to be associated with health and to produce SCFAs, i.e., microbial metabolites with a key, multifaceted role in human metabolic and immunological homeostasis",What is the relationship between 2019 coronavirus disease (COVID-19) and Lachnospiraceae?,negative
2019 coronavirus disease (COVID-19),Ruminococcaceae,"In addition to a loss of diversity, COVID-19 patients show profound GM destruction, with drastic reduction in the relative abundance of the dominant families Bacteroidaceae, Lachnospiraceae and Ruminococcaceae, well known to be associated with health and to produce SCFAs, i.e., microbial metabolites with a key, multifaceted role in human metabolic and immunological homeostasis",What is the relationship between 2019 coronavirus disease (COVID-19) and Ruminococcaceae?,negative
2019 coronavirus disease (COVID-19),Ruminococcus,"Similarly, Ruminococcus was enriched in COVID-19 patients but associated with those who had not entered ICU (p value = 0.0003), as well as Oscillospira, Dorea and Coprococcus (p value ≤ 0.01).",What is the relationship between 2019 coronavirus disease (COVID-19) and Ruminococcus?,positive
